_id,name,info,cat,purchases_Y15/M07,purchases_Y15/M08,purchases_Y15/M09,purchases_Y15/M10,purchases_Y15/M11
7130-001739-0006126-0069,Plus Fuchsia Caged Cold Shoulder Top,"A modern mix of bold and beautiful, this textured woven top is all about that daring peep of skin. It features cold shoulders and a deep cutout back with delicate caged straps. We love it layered for day or on its own for night!
			rue+ Collection
			100% polyester
			Machine wash
			Model wears size 1X
			Undergarment sold separately
			STYLE: 7130-001739-0006126","[""plus"",""plus-blouses-and-shirts"",""plus-shirts""]",,0,0,0,0
0048-000875-0001009-0007,Brooklyn Name Tag Dolman Tee,"This casual jersey knit dolman tee features a screen printed image of a name tag on the front that reads ""Hello I Rep Brooklyn"". Complete with side ruched hems.
			83% polyester, 14% rayon, 3% spandex
			Machine wash 
			Model wears size Small
			Made in U.S.A.
			STYLE: 0048-000875-0001009","[""girls"",""graphic-tees-and-tanks"",""graphic-tees""]",,0,1,0,0
0167-000573-0004050-0068,Boho Shell Accent Necklace,"This stunning boho chic necklace features a cute mix of vintage metallic chains and colorful faux leather. Complete with capiz shell trim.
			Approx. 22.5 in. adjustable chain
			Man-made materials
			Imported
			STYLE: 0167-000573-0004050","[""uncategorised""]",,0,1,0,0
7110-001110-0004950-0090,Plus Orange Aztec High-Low Tee,"Nothing to wear? This top has you covered with it's eye catching orange Aztec-inspired print chiffon back and front pocket. Complete with a black knit front and high-low hemline.
			rue+ Collection
			Body: 95% rayon, 5% spandex; Insert: 100% polyester
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7110-001110-0004950","[""plus"",""plus-tees"",""plus-short-sleeve""]",,0,1,0,0
0005-000037-0005031-0028,Beige Quilted Puffer Jacket,"Warmth and comfort collide with style in this cute puffer jacket. Stuffed with a warm lining and given a quilted design, this jacket fits perfectly over sweaters. 
			4 front zip pockets
			Snap collar
			Shell: 100% nylon; Lining: 100% polyester; Padding: 100% polyester
			Hand wash 
			Model wears size Small
			Imported
			STYLE: 0005-000037-0005031","[""girls"",""jackets-and-coats"",""parkas-and-puffer-jackets""]",,0,0,19,69
7560-000908-0002747-0009,Silver Burnished Baroque Bracelet - Wider Fit,"A glittering, Baroque-inspired jointed bracelet featuring clear faceted gems in a burnished metallic setting.
			rue+ Collection
			Wider fit
			Stretch fit
			Approx. 1.5 in. wide
			One size fits most
			Imported
			STYLE: 7560-000908-0002747","[""plus"",""plus-accessories"",""plus-jewelry""]",,0,1,0,0
0005-000037-0005031-0001,Black Quilted Puffer Jacket,"Warmth and comfort collide with style in this cute puffer jacket. Stuffed with a warm lining and given a quilted design, this jacket fits perfectly over sweaters. 
			4 front zip pockets
			Snap collar
			Shell: 100% nylon; Lining: 100% polyester; Padding: 100% polyester
			Hand wash 
			Model wears size Small
			Imported
			STYLE: 0005-000037-0005031","[""girls"",""jackets-and-coats"",""parkas-and-puffer-jackets""]",,0,0,21,118
0326-000203-0001207-0006,Keep It 100 Pom-Pom Beanie,"Because where's the fun in wearing a regular beanie? Constructed with warm, gray knit, this hat sports a diamond print at the front with ""Keep It 100""across the fold-over hem. Complete with a gray, black and white pom-pom.
			100% acrylic
			Hand wash 
			One size fits most
			Imported
			STYLE: 0326-000203-0001207","[""guys"",""accessories"",""hats"",""beanies""]",,,,27,90
0142-000337-0007406-0060,Fair Isle Memory Foam Slippers,"There's nothing better than gathering with friends and family on a holiday morning. But keep your toes warm in these cute slippers, designed with super soft memory foam footbeds and a festive fair isle knit trim.
			Non-skid grippers at soles
			Upper: 100% polyester; Filling: 50% foam, 50% EPE; Outsole: 100% textile
			Spot clean
			Imported
			STYLE: 0142-000337-0007406","[""girls"",""sleepwear"",""slippers""]",,,,5,181
0005-000249-0008088-0036,Dark Olive Faux Fur Hooded Puffer Coat,"Have the last laugh in the face of Mother Nature with this cute puffer coat. Shown in dark olive green, it's designed with a quilted outer shell, a detachable faux fur trimmed hood and ribbed knit trim. Staying warm has never looked so good.
			Detachable hood
			4 zip pockets
			Shell: 100% polyester; Backing: PU coating; Lining/Filler/Rib knit: 100% polyester; Faux fur; 60% acrylic, 40% polyester
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0005-000249-0008088","[""girls"",""jackets-and-coats"",""parkas-and-puffer-jackets""]",,,,20,178
0005-001796-0001131-0001,Fleece Lined Puffer Coat,"Don't let the cold air get under your collar. Stay warm in this cute puffer coat, designed with a cozy fleece lining the hood and interior. Brown piping trims the zip and seams.
			Removable hood
			Snap pockets
			100% polyester
			Wipe clean 
			Model wears size Small
			Imported
			STYLE: 0005-001796-0001131","[""girls"",""jackets-and-coats"",""parkas-and-puffer-jackets""]",,,,3,174
0005-001800-0000447-0067,Burgundy Faux Fur Hooded Puffer Coat,"Feeling a little adventurous? Slip into this cute puffer coat, shown in burgundy, it's designed with long faux fur trimming from the hood to the zip closure. Complete with ribbed knit at the cuffs and neckline. 
			Hooded & lined
			2 zip pockets
			2 zip closures
			Shell/Lining/Polyfill: 100% polyester
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0005-001800-0000447","[""girls"",""jackets-and-coats"",""parkas-and-puffer-jackets""]",,,,2,120
0972-000203-0003008-0001,Blocked Stars & Stripes Crew Socks,"Go for the bold when it comes down to the details of your wardrobe. This trendy pair of crew socks comes in black and white and features blocked stars and stripes.
			85% polyester, 12% cotton, 3% spandex
			Machine wash
			One size fits most
			Imported
			STYLE: 0972-000203-0003008","[""guys"",""boxers-and-socks"",""socks""]",,,,182,144
0141-000104-0004807-0090,Essential Chevron No-Show Sock Set,"There's nothing wrong with keeping things simple. This set of 6 no-show socks feature a chevron open-knit design in black, white and gray.
			Includes 6 pairs
			98% polyester, 2% spandex
			Machine wash 
			One size fits most
			Imported
			STYLE: 0141-000104-0004807","[""accessories"",""socks-and-tights"",""socks""]",,,,49,22
0326-000203-0001209-0001,Emoji Pom-Pom Beanie,"Because where's the fun in wearing a regular beanie? Constructed with a fold-over hem, this hat features geo patterns with a dizzy emoji at the front. Topped off with a black, yellow and white pom-pom.
			100% acrylic
			Hand wash 
			One size fits most
			Imported
			STYLE: 0326-000203-0001209","[""guys"",""accessories"",""hats"",""beanies""]",,,,8,92
0365-000805-0009000-0004,Gray Lace-Up Microsuede Over-the-Knee Boot,"Girl, you got killer moves anywhere you walk in this sexy high-heeled over-the-knee boot. Super soft microsuede seems to go on for miles, with edgy lacing at the cuff. Chunky lug soles complete the look.
			Height: approx. 26.75 in., including 4 in. heel
			Laces at thigh
			Side zip
			Non-skid sole
			Man-made materials
			Imported
			STYLE: 0365-000805-0009000","[""shoes"",""girls-shoes"",""boots"",""over-the-knee-boots""]",,,,29,45
0005-000249-0008088-0001,Black Faux Fur Hooded Puffer Coat,"Have the last laugh in the face of Mother Nature with this cute puffer coat. Shown in black, it's designed with a quilted outer shell, a detachable faux fur trimmed hood and ribbed knit trim. Staying warm has never looked so good.
			Detachable hood
			4 zip pockets
			Shell: 100% polyester; Backing: PU coating; Lining/Filler/Rib knit: 100% polyester; Faux fur; 60% acrylic, 40% polyester
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0005-000249-0008088","[""girls"",""jackets-and-coats"",""parkas-and-puffer-jackets""]",,,,53,133
0074-000604-0008521-0043,Dark Blue Jegging,"You can never go wrong with a basic. This jegging is crafted with dark blue denim and features a standard 5 pocket construction. Mid rise. Super fitted through leg.
			Mid rise
			Approx. 10 in. leg opening
			Approx. 31 in. inseam
			72% cotton, 27% polyester, 1% spandex
			Machine wash 
			Model wears size 3/4
			Imported
			STYLE: 0074-000604-0008521","[""girls"",""jeans"",""jeggings""]",,,,121,262
0005-001800-0000447-0036,Green Faux Fur Hooded Puffer Coat,"Feeling a little adventurous? Slip into this cute puffer coat, shown in dark olive green, it's designed with long faux fur trimming from the hood to the zip closure. Complete with ribbed knit at the cuffs and neckline. 
			Hooded & lined
			2 zip pockets
			2 zip closures
			Shell/Lining/Polyfill: 100% polyester
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0005-001800-0000447","[""girls"",""jackets-and-coats"",""parkas-and-puffer-jackets""]",,,,8,106
0142-000337-0007297-0026,Southwestern Memory Foam Slipper,"Slip into something a little more comfortable after a long day. Made with a brown, Aztec pattern, thee warm slippers feature a faux fur trimmed interior with a memory foam footbed.
			Memory foam footbed
			Non-skid soles
			Man-made materials
			Imported
			STYLE: 0142-000337-0007297","[""shoes"",""girls-shoes"",""slippers""]",,,,44,80
7230-000669-0000113-0009,Plus Gray Sequins & Lace Bodice Party Dress,"Dance the night away in this sweet and sparkling party dress! It features a sequin-stitched lace bodice with sweetheart neckline lining. A gauzy netted skirt swirls with your every movement!
			rue+ Collection
			Fully lined
			Zipper closure
			60% polyester, 35% nylon, 5% spandex; Contrast - 100% polyester; Lining - 100% polyester
			Machine wash
			Model wears size 1X
			Imported
			STYLE: 7230-000669-0000113","[""plus"",""plus-dresses"",""plus-mini-dresses""]",,,,62,60
0326-001690-0000034-0001,New York Pom-Pom Beanie,"Bring some color into the winter drear with this warm knit beanie. Designed with silver and black stripes, this fold-over beanie sports the city name across the center before topping off with a pom-pom. 
			100% acrylic
			Hand wash 
			One size fits most
			Imported
			STYLE: 0326-001690-0000034","[""guys"",""accessories"",""hats"",""beanies""]",,,,12,49
0011-000124-0001436-0063,Dark Red Essential Racerback Tank,"An essential knit racerback tank.
			95% cotton, 5% spandex
			Machine washable
			Model wears size Small
			Imported
			STYLE: 0011-000124-0001436","[""uncategorised""]",,,,0,0
0015-000065-0005100-0040,Blue Metallic Striped Hooded Pullover,"This cute knit pullover is designed with a striped metallic thread and features a drawstring hood. Semi-sheer and perfect for layering.
			94% polyester, 6% metallic
			Model wears size Small
			Machine wash 
			Imported
			STYLE: 0015-000065-0005100","[""girls"",""tees"",""long-sleeve""]",,,,0,0
0024-000869-0005935-0025,Taupe Marled Cascading Cardigan,"Discover a different type of cardigan with this cute marled knit piece. Shown in taupe, it's outfitted with an open-knit pattern and fringe trim at the cascading hemline. Pop it over a top of your choice for a lovely fall outfit.
			55% cotton, 45% acrylic
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0024-000869-0005935","[""girls"",""cardigans-and-wraps""]",,,,0,0
0024-000869-0005935-0046,Navy Marled Cascading Cardigan,"Discover a different type of cardigan with this cute marled knit piece. Shown in navy, it's outfitted with an open-knit pattern and fringe trim at the cascading hemline. Pop it over a top of your choice for a lovely fall outfit.
			55% cotton, 45% acrylic
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0024-000869-0005935","[""girls"",""cardigans-and-wraps""]",,,,0,0
0024-000869-0005935-0067,Burgundy Marled Cascading Cardigan,"Discover a different type of cardigan with this cute marled knit piece. Shown in burgundy, it's outfitted with an open-knit pattern and fringe trim at the cascading hemline. Pop it over a top of your choice for a lovely fall outfit.
			55% cotton, 45% acrylic
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0024-000869-0005935","[""girls"",""cardigans-and-wraps""]",,,,1,0
0024-001023-0005452-0001,Black Americana Fringe Wrap,"Get wrapped up in stars and stripes in this relaxed, bohemian wrap sweater. Made of a lightweight, loose knit, it features a stylized American flag pattern, long tassel fringe, and deep side slits for free-spirited movement.
			100% acrylic
			Hand wash
			Model wears size Small
			Imported
			STYLE: 0024-001023-0005452","[""girls"",""cardigans-and-wraps""]",,,,0,0
0038-001110-0002625-0042,Medium Blue Solid Knit Dolman Tunic,"A classic wardrobe staple, this knit dolman tunic is made with a soft material blend. Perfect for dressing up or down on any occasion.
			95% rayon, 5% spandex
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0038-001110-0002625","[""girls"",""tees"",""long-sleeve""]",,,,0,1
0077-000401-0008611-0042,High Waist Skinny Jean,"Show off your natural curves in this flirty high waist skinny jean. Soft to the touch, lightly sandblasted and baked at the legs. Fitted through leg.
			Approx. 11 in. leg opening
			Approx. 31 in. inseam
			72% cotton, 26% polyester, 2% spandex
			Machine wash 
			Model wears size 3/4
			Imported
			STYLE: 0077-000401-0008611","[""girls"",""jeans"",""skinny-jeans""]",,,,1,0
0095-000466-0004973,4-Shank High Waisted Denim Short,"Hello, pinup girl. This high waisted denim short creates a flattering hourglass figure for total retro babe style. Form-fitting and trendy, it features a paneled waist with a 4-shank fly for a cool detail.
			Approx. 23 in. leg opening
			Approx. 2.5 in. inseam
			67% cotton, 28% polyester, 5% spandex
			Model wears size 3/4
			Machine wash 
			Imported
			STYLE: 0095-000466-0004973","[""girls"",""shorts"",""denim-shorts""]",,,,1,0
0098-001200-0001331,Belted High Waisted Short,"This flirty high waisted short is perfect for pairing with crop tops and really any type of top. Designed with a faux 3-shank and adjustable skinny belt.
			Approx. 18 in. leg opening
			Approx. 2 in. inseam
			74% rayon, 22% nylon, 4% spandex
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0098-001200-0001331","[""girls"",""shorts"",""soft-shorts""]",,,,1,0
0101-001725-0009246-0046,Navy Crochet Popover Sundress,"We can't get enough of the carefree look of this sundress. Made with a flat crochet overlay and flowing popover top for catching every summer breeze. It's complete with an adjustable, braided faux leather belt.
			Lined
			Adjustable belt & straps
			Body/Lining: 100% polyester
			Hand wash 
			Model wears size Small
			Imported
			STYLE: 0101-001725-0009246","[""girls"",""dresses"",""mini-dresses""]",,,,18,0
0194-001083-0001419-0090,Navy & Pink Polka Dot Boyleg Duo,"The champion undies of weekends, workouts and 24/7 comfort, these boyleg undies come in soft heathered jersey with navy and pink polka dots and lace waistbands.
			tarea by rue21
			Includes 2 pairs
			85% polyester, 10% cotton, 5% spandex
			Hand wash
			Mid rise, fullest back coverage
			Imported
			STYLE: 0194-001083-0001419","[""girls"",""undies""]",,,,1,0
0234-000988-0000002-0046,Sail Away Short Sleeve Button Down,"Set sail for clear, tropical waters in this woven button down. Complete with nautical sailboat print, short sleeves and chambray trim at the side seams.
			Slim fit
			Front pocket
			100% cotton
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0234-000988-0000002","[""uncategorised""]",,,,1,0
0251-000150-0003333-0010,Cleveland Cavaliers Retro Sleeve Tee,"Show off your team pride in this knit tee featuring the Cleveland Cavaliers. The sleeves feature an retro screen printed design.
			50% cotton, 50% polyester
			Machine wash
			Model wears sizes Large
			Officially licensed by the NBA
			Imported
			STYLE: 0251-000150-0003333","[""guys"",""graphic-tees""]",,,,1,0
0276-000875-0008004-0010,Bandana Marilyn Tee,"Get a little edgy in this jersey knit tee. Features a tatted up image of Marilyn Monroe in a star spangled bandana. 
			100% cotton
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0276-000875-0008004","[""guys"",""graphic-tees""]",,,,2,0
0276-001619-0001555-0060,99 Problems Red Tee,"You may have 99 problems but finding something to wear isn't one of them. A bold red jersey tee featuring ""I Got 99 Problems"" in bold varsity letters on a tropical background.
			100% cotton
			Machine wash
			Model wears size Medium
			Imported
			STYLE: 0276-001619-0001555","[""guys"",""graphic-tees""]",,,,0,0
0379-000163-0005587,Glitter Liquid Eyeliner Set,"Brush on punk pretty with this set of dramatic and captivating liquid eyeliners, featured in bright glitter shades. Slim applicator brushes allow you to create precise lines for an extra bold look.
			ruebeauté! by rue21
			Includes 4 eyeliner tubes
			0.28 fl oz / 8 ml each
			Not tested on animals
			Manufactured exclusively for rue21
			Imported
			STYLE: 0379-000163-0005587","[""accessories"",""beauty"",""gift-sets""]",,,,1,0
0385-001383-0005961,Swirl Hand Foil Tattoo Set,"Turn heads in this dazzling collection of silver and gold tone foil temporary tattoos, featuring intricate patterns and graphics for your hands.
			Imported
			STYLE: 0385-001383-0005961","[""accessories"",""beauty"",""tattoos""]",,,,1,0
0385-001701-0004007,Hand & Foot Foil Tattoo Set,"Turn heads in this dazzling collection of silver and gold tone foil temporary tattoos, featuring intricate patterns and graphics for your hands and feet.
			Imported
			STYLE: 0385-001701-0004007","[""accessories"",""beauty"",""tattoos""]",,,,1,0
0471-001728-0006434-0013,Ivory Split Racerback Tank Top,"A fun night out wouldn't be complete without this knit tank top. Featuring a marled knit material and a full split back for a peek of skin.
			49% polyester, 47% rayon, 4% spandex
			Model wears size Small
			Hand wash 
			Made in U.S.A.
			Undergarment not included
			STYLE: 0471-001728-0006434","[""girls"",""tank-tops"",""casual""]",,,,1,0
0471-001728-0006434-0146,Neon Yellow Split Racerback Tank Top,"A fun night out wouldn't be complete without this knit tank top. Featuring a marled knit material and a full split back for a peek of skin.
			49% polyester, 47% rayon, 4% spandex
			Model wears size Small
			Hand wash 
			Made in U.S.A.
			Undergarment not included
			STYLE: 0471-001728-0006434","[""girls"",""tank-tops"",""casual""]",,,,1,0
0472-001077-0002682-0050,Gypsy Medallion Sharkbite Tank,"A lightweight and colorful sharkbite tank featuring a gypsy medallion print. The look is complete with a crochet insert down the racerback.
			100% polyester
			Machine wash 
			Model wears size Small
			Imported
			Undergarment not included
			STYLE: 0472-001077-0002682","[""girls"",""tank-tops"",""casual""]",,,,0,0
0901-001110-0002800-0001,Black Crochet Medallion Cropped Tank,"Chill out in the warm sunshine in this stylish cropped tank. Featuring a cute floral medallion crochet overlay and a tan tank lining. Complete with wide arm openings and back buttoned keyhole.
			100% polyester
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0901-001110-0002800","[""girls"",""crop-tops""]",,,,1,0
0921-000323-0000001,Yellow Daisy Crown,"Get the sweet festival look with this charming fabric daisy flower crown.
			Flowers are approx. 1.5 in. in diameter
			One size fits most
			Man-made materials
			Imported
			STYLE: 0921-000323-0000001","[""accessories"",""hair-accessories"",""flower-crown""]",,,,1,0
0924-000603-0000873-0087,Burnt Orange Fringed Out Gladiator Sandal By Qupid®,"Reward your inner fashionista with this eye catching gladiator sandal. Crafted from faux suede and featuring a waterfall of fringe that travels from the top of the sandal down to the toes. Complete with buckle accents at the sides.
			By Qupid®
			Approx. 15 in. high
			Back zip closure
			Non-skid sole
			Man-made materials
			Imported
			STYLE: 0924-000603-0000873","[""shoes"",""girls-shoes"",""sandals"",""embellished-sandals""]",,,,0,0
0966-000831-0000117-0010,White Bow Tie,"Add a little bit of class to your next outfit with this stylish bow tie. Shown in white, it's crafted with a woven fabrication and adjustable strap.
			Adjustable strap
			Hook and eye closure
			Measures 2.25 in. width x 4.875 length
			100% polyester
			Dry clean only
			Imported
			STYLE: 0966-000831-0000117","[""guys"",""accessories"",""bow-ties""]",,,,6,1
7121-001683-0005235-0001,Plus Black Crochet Trimmed Poncho,"This is a soft and modern take on a classic favorite. This knit poncho has delicate crochet trimming and is ideal for a winter wardrobe.
			rue+ Collection
			95% rayon, 5% spandex
			Hand wash 
			Model wears size 2X
			Made in U.S.A.
			STYLE: 7121-001683-0005235","[""plus"",""plus-sweaters""]",,,,1,0
7140-000604-0003194-0043,Plus Frayed & Crochet Denim Vest,"This cute denim vest is designed with raw edge arm openings and light rips. Complete with a crochet accented collar and buttons down the front.
			rue+ Collection
			2 front flap pockets
			100% cotton
			Machine wash 
			Model wears size 2X
			Imported
			Undergarment not included
			STYLE: 7140-000604-0003194","[""plus"",""plus-jackets-and-coats""]",,,,1,0
7150-001110-0002402-0032,Medium Green Plus Banded Bottom Dolman Tunic,"Soft, comfortable and flattering: a done deal. Super soft lightweight knit tunic with dolman sleeves and a banded bottom hem.
			rue+ Collection
			95% rayon, 5% spandex
			Machine washable
			Model wears size 2X
			Imported
			STYLE: 7150-001110-0002402","[""plus"",""plus-tees"",""plus-long-sleeve""]",,,,0,0
7150-001110-0002571-0084,Plus Peach Ruched Side Dolman Tunic,"The perfect blend of comfort and style, this knit dolman tunic is ideal for any occasion. Designed with ruched sides for extra appeal, this top can be dressed up or down to fit your mood.
			rue+ Collection
			95% rayon, 5% spandex
			Machine wash
			Model wears size 2X
			Imported
			STYLE: 7150-001110-0002571","[""plus"",""plus-tees"",""plus-long-sleeve""]",,,,1,0
7162-000875-0002918-0031,Plus Mermaid Fun Tank,"Life is a constant beach party when you're a mermaid! This jersey knit graphic tank features screen printed graphics on the front and is completed with a high-low hemline.
			rue+ Collection
			83% polyester, 14% rayon, 3% spandex
			Machine wash 
			Model wears size 1X
			Made in U.S.A.
			STYLE: 7162-000875-0002918","[""plus"",""plus-graphic-tees-and-tanks""]",,,,1,0
7165-000583-0002263-0031,Plus I Woke Up Like This Aztec Pocket Tee,"Bold, basic, but never boring. A flattering and super soft jersey tee for casual days, featuring an Aztec print pocket with screen print ""I Woke Up Like This"" text.
			rue+ Collection
			Self - 96% rayon, 4% spandex; Contrast - 100% cotton
			Hand wash
			Model wears size 2X
			Made in U.S.A.
			STYLE: 7165-000583-0002263","[""plus"",""plus-graphic-tees-and-tanks""]",,,,0,1
7174-001728-0005307-0004,Plus Grey Marled Swing Tank,"It's time to get ready to beat the summer heat. This swing tank is made with a marled, ribbed knit. Complete with a high-low hem.
			rue+ Collection
			53% rayon, 43% polyester, 4% spandex
			Hand wash 
			Model wears size 1X
			Made in U.S.A.
			STYLE: 7174-001728-0005307","[""plus"",""plus-tank-tops""]",,,,0,0
7214-001739-0006062-0040,Plus Blue Tribal Jogger,"From a casual day at the office to a weekend brunch with the girls, this comfy jogger is a favorite. Styled from a lightweight woven fabric with a pretty blue and white tribal pattern. It's completed with comfy elastic cuffs.
			rue+ Collection
			Approx. 26 in. inseam
			Metallic beaded drawstring at waist
			100% polyester
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7214-001739-0006062","[""plus"",""plus-joggers""]",,,,0,0
7230-000786-0009240-0086,Plus Coral Belted Chevron Cinched Sleeve Skater Dress,"A super soft hacci knit skater dress in a vivid multi-chevron print. Features flattering cinched elbow sleeves and a slim faux leather braided belt.
			rue+ Collection
			Slip on
			95% polyester, 5% spandex
			Machine wash
			Model wears size 2X
			Imported
			STYLE: 7230-000786-0009240","[""uncategorised""]",,,,1,0
0085-001110-0004934-0008,Killin' It Fleece Jogger,"Comfort and style mingle in this cozy knit jogger. Features the print ""Killin' It"" down the left leg and a warm, fleece lining.
			Drawstring waist
			2 front pockets
			Approx. 9 in. leg opening; approx. 28 in. inseam
			65% polyester, 35% cotton
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0085-001110-0004934","[""girls"",""joggers"",""printed-joggers""]",,,,,118
0113-000075-0000011-0010,White Mirror Heart Sunglasses,"These sunnies are seeing the world and it's just LOVE-ly! Featuring gold tone heart-shaped frames with white acrylic arms, this pair will have your heart beating faster. Mirror lenses.
			100% UV protection
			One size fits most
			Man-made materials
			Imported
			STYLE: 0113-000075-0000011","[""accessories"",""sunglasses""]",,,,,0
0335-000203-0001000-0001,Black Trapunto Stitched High Top,"Mesh vinyl and micro gore high tops with trapunto stitched side insets. Padded collar.
			Height: approx. 5.25 in. including heel
			Lace-up
			Non-skid sole
			Man-made materials
			Imported
			STYLE: 0335-000203-0001000","[""shoes"",""guys-shoes"",""sneakers""]",,,,,1
0144-000203-0009669-0008,Gray Solid Sweater Knit Tights,"Pamper your legs with warmth in these comfortable tights. Shown in gray, they're made with a sweater soft knit. Rock them under dresses and skirts to keep your legs happy throughout the winter season.
			Elastic waist
			85% acrylic, 10% nylon, 5% spandex
			Machine wash 
			One size fits most
			Imported
			STYLE: 0144-000203-0009669","[""accessories"",""socks-and-tights"",""tights""]",,,,,121
0006-000279-0004180-0069,Pink Tartan Plaid Wool Pea Coat,"The classic look with a few feminine touches, this wool pea coat is a timeless favorite. Shown with pink and brown tartan plaid prints, it boasts a soft exterior with a double-breasted button closure, 2 faux flap pockets and 2 zip pockets.
			Fully lined
			2 zip pockets
			Shell: 90% polyester, 10% wool; Lining: 100% polyester
			Dry clean only
			Model wears size Small
			Imported
			STYLE: 0006-000279-0004180","[""girls"",""jackets-and-coats"",""wool-jackets""]",,,,,72
0046-001110-0009919-0067,Sequined Woes 2-Tone Sweatshirt,"Keep athleisure style fresh with this comfy sweatshirt. Made of lightweight terry jersey, it features a drop yoke and color blocking with sequin-stitched ""Woes"" on the back. Additional screen print graphics on the front and sleeves.
			Chest pocket
			60% cotton, 40% polyester
			Machine wash
			Model wears size Small
			Imported
			STYLE: 0046-001110-0009919","[""girls"",""sweatshirts-and-hoodies"",""sweatshirts""]",,,,,185
0079-000212-0004690-0190,Pink Streak Aztec Brushed Legging,"Add a pop of color to your outfit with this pretty soft brushed legging. Designed with a colorful display of Aztec prints on a black background.
			Elastic waistband
			Approx. 7 in. leg opening
			Approx. 27 in. inseam
			92% polyester, 8% spandex
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0079-000212-0004690","[""girls"",""leggings"",""printed-leggings""]",,,,,236
0292-000624-0003359-0007,Black Mesh Zip Accent Fleece Jogger,"Your favorite jogger just got a style update, so you can keep it fresh when you're hitting the track or running errands. This jersey fleece jogger features color block mesh overlays at the hip and contrast zipper accents.
			2 front pockets
			Paneled elastic waistband with drawstring
			Approx. 10 in. leg opening
			Approx. 30 in. inseam
			60% cotton, 40% polyester
			Machine wash
			Model wears size Medium
			Imported
			STYLE: 0292-000624-0003359","[""guys"",""joggers"",""knit-joggers""]",,,,,353
0140-001243-0000025-0090,Tribal Arrow Vacation Fund Mason Jar Bank,"Every cent counts when you're saving up for that big vacation! Put your change to good use in this mason jar that's been converted into a coin bank. Features ""Vacation Fund"" printed onto the glass with feathered arrow designs.
			Approx. 6.75 in. high
			Screw-on lid
			Imported
			STYLE: 0140-001243-0000025","[""accessories"",""decor-and-gifts"",""banks""]",,,,,67
0085-001110-0001120-0190,Boss Girl Fleece Jogger,"Put the haters in their place with this jogger pant. Part of a 2-piece trend, this jogger is fleece lined and features ""Boss Girl"" printed down the legs.
			2 piece trend
			Drawstring waist
			2 front pockets
			Approx. 9 in. leg opening; approx. 27 in. inseam
			65% polyester, 35% cotton
			Machine wash
			Model wears size Small
			Imported
			STYLE: 0085-001110-0001120","[""girls"",""joggers"",""printed-joggers""]",,,,,358
0250-000124-0000024-0067,Black & Burgundy Geo Aztec Baseball Henley,"Layer up your style with this versatile basic! Made of soft jersey, this baseball henley features color blocked raglan sleeves and an Aztec-inspired striped screen print motif across the chest.
			3-button placket
			Chest pocket
			60% cotton, 40% polyester
			Machine wash
			Model wears size Medium
			Imported
			STYLE: 0250-000124-0000024","[""guys"",""long-sleeve-tees"",""henley""]",,,,,179
0323-001404-0008100-0001,Black Coated Sports Dial Watch,"This stylish and modern wristwatch comes in black coated metallic, and features a sports dial on the case and decorative crowns.
			Watch face approx. 1.75 in. in diameter
			Clasp buckle
			Stainless steel back
			Singapore movement
			One size fits most
			Man-made materials
			Imported
			STYLE: 0323-001404-0008100","[""guys"",""accessories"",""jewelry"",""watches-and-bracelets""]",,,,,20
7134-001110-0009420-0046,Plus Navy Achor Shirt,"See you on the yacht in this nautical blouse.  This navy and white shirt has two pockets with gold detailing rings.  The 3/4 sleeves are cuffed and clasped with matching gold details.
			rue+ Collection
			100% polyester
			Machine wash
			Model wears size 1X
			Made in China
			STYLE: 7134-001110-0009420","[""plus"",""plus-blouses-and-shirts"",""plus-blouses""]",,,,,352
0021-001110-0002887-0079,Tan Black Funnel Drawstring Sweater,"Stand up to the elements in style with this cute sweater. Not quite a hoodie but designed with a drawstring, funnel neck that you can adjust when the wind blows. Throw it over tees for an extra layer of warmth.
			Drawstring funnel neck
			Kangaroo pouch pocket
			Hand wash
			Model wears size Small
			Imported
			STYLE: 0021-001110-0002887","[""girls"",""sweaters""]",,,,,91
7134-001110-0002941-0145,Plus Neon Chevron Zip Yoke Popover Top,"Simple and perfectly polished, the popover blouse is a timeless favorite. Crafted with lightweight chiffon, this top features coral and navy chevron prints. It finishes with a zip-down yoke and rolled tab sleeves.
			rue+ Collection
			100% polyester
			Machine wash 
			Model wears size 1X
			Imported
			STYLE: 7134-001110-0002941","[""plus"",""plus-blouses-and-shirts"",""plus-blouses""]",,,,,352
